conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.84e+18,Sun Sep 15 08:26:04 +0000 2024,0.0,@menghanyurkan virtue signaling yg ueek si. politik dinasti lha ketumnya sahaja dr reformasi ga ganti2,1.84e+18,,menghanyurkan,in,,0.0,0.0,0.0,https://x.com/aakkooee/status/1835233609470648438,2198052504.0,aakkooee
1.84e+18,Sun Sep 15 08:19:24 +0000 2024,63.0,@Dennysiregar7 Semua di acak acak demi ambisi politik dinasti tinggal menghitung hari sj msh sempat obrak abrik rumah tetangga Mungkin msh tdk yakin kedudukan sang anak tetap kuat Seorang pengkhianat akan tkt di khianati https://t.co/diNQzvtFUo,1.84e+18,,Dennysiregar7,in,,0.0,4.0,11.0,https://x.com/mikuroQ/status/1835231933611360523,1.05e+18,mikuroQ
1.84e+18,Sun Sep 15 08:10:34 +0000 2024,59.0,Ada yg Lantang bgt menolak dinasti politik katanya semua yg didukung KIM adalah Dinasti Politik Eh.. ga taunya dukung Dedi Mulyadi yg disokong KIM juga di Pilgub Jabar.. https://t.co/uk8FdB6w1v,1.84e+18,https://pbs.twimg.com/media/GXgLIQYXAAAwj-T.png,,in,,2.0,11.0,24.0,https://x.com/AjiTeguh04/status/1835229709728190778,65543322.0,AjiTeguh04
1.84e+18,Sun Sep 15 08:03:50 +0000 2024,20.0,Anti Politik Dinasti Anti PKS plus Pro Dedi Mulyadi https://t.co/p1TtLrXVQa,1.84e+18,https://pbs.twimg.com/media/GXgIct7WQAIF2Js.png,,in,,1.0,2.0,13.0,https://x.com/AjiTeguh04/status/1835228014902174182,65543322.0,AjiTeguh04
1.84e+18,Sun Sep 15 08:01:28 +0000 2024,6.0,Pengamat Sebut Gerakan Sipil Bisa Cegah Ekspansi Dinasti Politik Jokowi https://t.co/DmPR6P8eFu #GibranJujurlah #GibranJujurlah,1.84e+18,,,in,,1.0,0.0,5.0,https://x.com/BelengBeleng687/status/1835227421458796665,1.63e+18,BelengBeleng687
1.84e+18,Sun Sep 15 07:56:36 +0000 2024,0.0,CW : // gemoy pelanggar konstitusi dinasti politik ANYING,1.84e+18,,,in,,0.0,0.0,0.0,https://x.com/exilerichocet/status/1835226196914978989,4714601598.0,exilerichocet
1.84e+18,Sun Sep 15 07:50:08 +0000 2024,0.0,Politik Dinasti yg membagongkan https://t.co/JRbpf5KyrN,1.84e+18,https://pbs.twimg.com/ext_tw_video_thumb/1834797332216651776/pu/img/DAc3sDViUiApGNHM.jpg,,in,,0.0,0.0,0.0,https://x.com/Saha_namina_/status/1835224568648053172,1.09e+18,Saha_namina_
1.83e+18,Sun Sep 15 07:43:30 +0000 2024,1.0,@CempakaBun69475 @RomeoWalker19 Diseluruh indonesia bnyak Politik Dinasti,1.84e+18,,CempakaBun69475,in,,0.0,0.0,0.0,https://x.com/HajiKadrun212/status/1835222899583860868,1.68e+18,HajiKadrun212
1.84e+18,Sun Sep 15 07:01:53 +0000 2024,0.0,Bonyok w kan RT nih btw tp dah pensyun truz mertua w juga RT nih yekan truz klo w terjun jg jd RT tu monmap termasuk dinasti politik g sich,1.84e+18,,,in,,0.0,0.0,0.0,https://x.com/ayunabylladiah/status/1835212425576255889,632812697.0,ayunabylladiah
1.84e+18,Sun Sep 15 06:34:00 +0000 2024,1.0,@ekagumilars Intinya adalah PKS jd pendukung dan gabung dgn para pemuja mulyono aka dinasti politik. Itu yg bikin pemilih PKS marah dan hina2 PKS,1.84e+18,,ekagumilars,in,,0.0,0.0,0.0,https://x.com/TutupGelas20/status/1835205409365540903,1.55e+18,TutupGelas20
1.84e+18,Sun Sep 15 06:20:00 +0000 2024,23.0,Pengamat Politik IFAR: Indonesia Bisa Hancur Gerakan Sipil Harus Cegah 'Ekspansi' Dinasti Politik Jokowi! https://t.co/5vbNtrcVND,1.84e+18,,,in,,0.0,2.0,14.0,https://x.com/democrazymedia/status/1835201884132434051,1.24e+18,democrazymedia
1.84e+18,Sun Sep 15 06:12:44 +0000 2024,2.0,@_MbakSri_ Tidak masalah politik dinasti asalkan tdk merubah konstitusi utk memuluskan jalan anaknya,1.84e+18,,_MbakSri_,in,,0.0,1.0,0.0,https://x.com/BambangAdiYusw1/status/1835200058196906058,1.27e+18,BambangAdiYusw1
1.83e+18,Sun Sep 15 06:12:10 +0000 2024,0.0,@Fayalet Bener banget nih sistem dinasti politik emang bikin kesempatan buat rakyat kecil jadi makin sempit,1.84e+18,,Fayalet,in,,0.0,0.0,0.0,https://x.com/MaudGliim3861/status/1835199914621694241,278348236.0,MaudGliim3861
1.84e+18,Sun Sep 15 06:08:10 +0000 2024,26.0,@BosPurwa Ternyata penyokong politik dinasti juga si prof Jimly ,1.84e+18,,BosPurwa,in,,0.0,0.0,1.0,https://x.com/KangChuangki_01/status/1835198907368063447,1.73e+18,KangChuangki_01
1.84e+18,Sun Sep 15 05:54:29 +0000 2024,1.0,@aindraku Ooo jd munafik boleh klo d politik gt y.termasuk mendukung dinasti demi dpt kue kekuasaan.jegal MK utk memastikan si pisang nyagub itu jg halal.luar biasa..emg sdh bnar rame2 kt kutuk partai munafik ini,1.84e+18,,aindraku,in,,0.0,0.0,0.0,https://x.com/ELLOnguane/status/1835195464079257894,712128847.0,ELLOnguane
1.84e+18,Sun Sep 15 05:52:01 +0000 2024,0.0,lama lama ngeri juga itu agensi. udh kaya politik dinasti,1.84e+18,,,in,,0.0,0.0,0.0,https://x.com/barlbatos/status/1835194844442247677,1.59e+18,barlbatos
1.84e+18,Sun Sep 15 05:46:27 +0000 2024,10.0,@B_dzoel @bengkeldodo Sejak mereka memposisikan diri di pihak Anak Haram Konstitusi &amp; Politik Dinasti ada yang salah dengan isi kepala mereka. ,1.84e+18,,B_dzoel,in,,0.0,1.0,1.0,https://x.com/bangS41D_/status/1835193441015542000,1.71e+18,bangS41D_
1.84e+18,Sun Sep 15 02:26:09 +0000 2024,1249.0,Pengamat Sebut Gerakan Sipil Bisa Cegah Ekspansi Dinasti Politik Jokowi https://t.co/KhWIosH0D9 #TempoNasional,1.84e+18,,,in,,12.0,31.0,531.0,https://x.com/tempodotco/status/1835143034952204541,18129942.0,tempodotco
1.83e+18,Sun Sep 15 02:25:03 +0000 2024,0.0,@ridwankamil Udahlah mil kamu kan cuma calon wayang cuma utusan partai2 yg mendukung politik nepotisme politik dinasti &amp; menghalalkan semua cara nggak usah byk gaya rakyat jkt udh pd paham apa terjadi pada pilkada jkt th 2024 ini..,1.84e+18,,ridwankamil,in,,0.0,0.0,0.0,https://x.com/thwaluyo2019/status/1835142758505594997,1.1e+18,thwaluyo2019
1.84e+18,Sun Sep 15 01:57:19 +0000 2024,0.0,Ini contoh gajah di pelupuk mata tak tampak semut di seberang lautan tampak. Emang kedewasaan demokrasi rakyat masih rendah tapi gimana mau mendewasa kalo pemain politiknya suka kasih contoh politik gentong babi dinasti keluarga legalisme otokratis propaganda pembodohan?,1.84e+18,,,in,,0.0,1.0,0.0,https://x.com/vallesmarineri/status/1835135780114825509,1.1e+18,vallesmarineri
1.84e+18,Sun Sep 15 01:47:00 +0000 2024,0.0,@ainurohman Wasit culas &amp; tidak tau malu. Bkin dinasti politik aj Pak @wasit,1.84e+18,,ainurohman,in,,0.0,0.0,0.0,https://x.com/teukumi/status/1835133182439518263,205412559.0,teukumi
1.84e+18,Sun Sep 15 01:37:36 +0000 2024,1.0,Band oligarki bertemu dinasti politik. #PeringatanDarurat #Fufufafa,1.84e+18,,,in,,0.0,0.0,0.0,https://x.com/Partono_ADjem/status/1835130817406025868,8.3e+17,Partono_ADjem
1.84e+18,Sun Sep 15 01:33:28 +0000 2024,0.0,Mau pindah ke sana padahal... lah sama aja dinasti politik juga BEEEHHH,1.84e+18,,,in,,0.0,2.0,0.0,https://x.com/scaranauva/status/1835129778531451347,1.33e+18,scaranauva
1.83e+18,Sun Sep 15 01:29:13 +0000 2024,0.0,@akbarfaizal68 Alhamdulillah ada permintaan maaf semoga ini tulus dibuktikan perlawanan terhadap politik Dinasti dan lawan Oligarchi,1.84e+18,,akbarfaizal68,in,,0.0,0.0,0.0,https://x.com/ayatabufathir/status/1835128705162920033,8.78e+17,ayatabufathir
1.84e+18,Sun Sep 15 00:48:43 +0000 2024,0.0,Seruwet ini akibat politik dinasti dan anak haram konstitusi https://t.co/w3xb5p3Sn9,1.84e+18,,,in,,0.0,0.0,0.0,https://x.com/Bajrapata/status/1835118514572869648,1902680424.0,Bajrapata
1.83e+18,Sun Sep 15 00:45:56 +0000 2024,0.0,@AGoeci @akbarfaizal68 Tdk ada peristiwa politik tanpa cawe2 Jkw. Ingat bgmn dia memanfaatkan alat negara utk memata-matai pergerakan ketum dan parpol lain demi ambisi membangun dinasti. Jgnkan yg kasat mata jin ngewe pun Jokowi tau.,1.84e+18,,AGoeci,in,,0.0,0.0,0.0,https://x.com/Ijaunsi/status/1835117814338011233,1.6e+18,Ijaunsi
1.83e+18,Sun Sep 15 00:16:37 +0000 2024,0.0,@JimlyAs Pantes dinasti politik Jokowi bisa ngeberakin konstitusi mantan orang MK-nya begini. Gak malu? Sana lanjut pensiun balik lg gak berguna buat bangsa! Belaga ngomen kemarahan warga = demokrasi rendah dan kampungan definisi demokrasi di kepala lu no,1.84e+18,,JimlyAs,in,,0.0,0.0,0.0,https://x.com/memorihirup6566/status/1835110436574052504,1645599548.0,memorihirup6566
1.83e+18,Sun Sep 15 00:15:40 +0000 2024,3.0,@ardianroe @krupukikanasin @terbahagiakan @_mardial_ Sekelas profesor pemikiran nya bisa downgrade bnr2 politik dinasti real menghancurkan akal sehat gimana masyarakat awam tambah sesat aja,1.84e+18,,ardianroe,in,,0.0,0.0,1.0,https://x.com/Agussusenoitonk/status/1835110198828318945,1.75e+18,Agussusenoitonk
1.83e+18,Sun Sep 15 00:13:01 +0000 2024,0.0,@ekagumilars Sy milih PKS krn ideologi dan perjuangannya. Tai kucing dgn Anies. Tp skrg PKS dukung klrg mulyono dan dinasti politik. Tai kucing dgn PKS,1.84e+18,,ekagumilars,in,,0.0,0.0,0.0,https://x.com/TutupGelas20/status/1835109531682324609,1.55e+18,TutupGelas20
1.84e+18,Sat Sep 14 23:47:37 +0000 2024,0.0,Teladan dr irul mukminin sayyidina Umar bin AlKhattab ra... Menolak Politik Dinasti... https://t.co/7BNZoc1ZPc,1.84e+18,https://pbs.twimg.com/ext_tw_video_thumb/1835102994536579072/pu/img/4AbLZuiqBd82EXlE.jpg,,in,,0.0,0.0,0.0,https://x.com/anas_anakrantau/status/1835103138904162392,1.25e+18,anas_anakrantau
1.83e+18,Sat Sep 14 23:35:26 +0000 2024,0.0,@ekagumilars tidak masalah pks dukung siapapun tapi yg membuat marah simpatisan pks mendukung nepotisme politik dinasti yang sudah jelas2 tujuan reformasi 1998 memberantas KKN,1.84e+18,,ekagumilars,in,,0.0,0.0,0.0,https://x.com/RakyatmerdekaO/status/1835100073870672360,1.58e+18,RakyatmerdekaO
1.83e+18,Sat Sep 14 23:18:56 +0000 2024,5.0,@ekagumilars mang politik parpol itu kepentingan tapiken pks sbagai partai yg mengclaim islam sewajibnyo istiqomah dalam pikir&amp;tindak kemaren menolak dinasti kkn sekarang merangkul kan itu pilihan menggiurkan &amp; menakutkan balik duit atau sprindik.,1.84e+18,,ekagumilars,in,,0.0,0.0,1.0,https://x.com/Fargus00200873/status/1835095920763191367,8.78e+17,Fargus00200873
1.83e+18,Sat Sep 14 23:08:41 +0000 2024,3.0,@rairakasurya @ekagumilars @aniesbaswedan Yaeyalah masa nyuruh PKS berkuasa bisa ancurr negeri ini...kagak istiqomah soalnya...gampang bgt d iming2 sama duit....tadinya tolak dinasti politik eh skrg dukung...tdinya tolak IKN eh skrg dukung...kan kaga isti,1.84e+18,,,in,,0.0,0.0,0.0,https://x.com/ozzaholic8641/status/1835093338829320382,1.66e+18,ozzaholic8641
1.83e+18,Sat Sep 14 22:50:30 +0000 2024,0.0,@RomeoWalker19 @akbarfaizal68 Makanya sandaran etika dan kompas moral politik tidak sepatutnya disandarkan sama orang. Mau menuduh orang sekarang berbeda pendapat karena kepentingan silahkan dibuktikan saja tapi tidak menggugurkan nilai (bahwa Dinasti Pol,1.84e+18,,RomeoWalker19,in,,0.0,0.0,0.0,https://x.com/yudistiro/status/1835088762780762443,98607519.0,yudistiro
1.83e+18,Sat Sep 14 12:13:05 +0000 2024,2.0,@ekagumilars Betul itu bang cinta ke PKS karena ideologi dan peejuanganya selama ini tapi setelah ideologi berubah ke pengejar kekuasaan dan perjuangan nya yang sekarang memperkuangakan nepotisme dinasti politik nya mulyono dengan mendukung boby jadi gube,1.83e+18,,ekagumilars,in,,0.0,1.0,0.0,https://x.com/hendar_djamain/status/1834928355336241452,233159185.0,hendar_djamain
1.83e+18,Sat Sep 14 12:04:39 +0000 2024,0.0,@mapedos01 @aniesbaswedan Klo saya pribadi yang bikin kesel bukan karena PKS gak jadi usung Anis tapi apa alasan PKS yg jelas bilang anti dinasti politik tapi mengusung Bobby kenapa gak berani batalin seperti halnya membatalkan dukung Marcel di tangsel?,1.83e+18,,mapedos01,in,,0.0,0.0,1.0,https://x.com/taxidoel/status/1834926232728653989,491944153.0,taxidoel
1.83e+18,Sat Sep 14 11:59:36 +0000 2024,0.0,Ridwan Kamil akhirnya menjadi calon Gubernur Jakarta setelah mendapat restu Presiden Joko Widodo dan Prabowo Subianto. Kepada _Bocor Alus Tempo_ Ridwan Kamil dan Suswono buka-bukaan soal dukungan Jokowi kansnya menang dan dinasti politik Jokowi. https://t.co/umqtLEhK73 https://t.co/DaSIO6tmQI,1.83e+18,https://pbs.twimg.com/media/GXb1v4YbkAAN9aR.jpg,,in,,0.0,1.0,0.0,https://x.com/TVTempoChannel/status/1834924959074074903,3179542928.0,TVTempoChannel
1.83e+18,Sat Sep 14 11:52:25 +0000 2024,1.0,@geloraco Rupa2nya @PKSejahtera menganggap gerakan anak abah hanya gegara meninggalkan Pa Anis ?maaf ndoro..keberpihakanmu para politik Dinasti yg 90% bikin kami muak.,1.83e+18,,geloraco,in,,0.0,0.0,0.0,https://x.com/NasibulU/status/1834923154029818140,1.09e+18,NasibulU
1.83e+18,Sat Sep 14 11:47:55 +0000 2024,0.0,Pejabatnya juga kocak bgt kayak ketua parlemen yang sering matiin mikrofon pas ada yang kasih pendapat dari oposisi terus politik Dinasti lah dll. Like whattt??? Katanya negara kita demokrasi wkwk bullshit. Prinsip demokrasi malah dirusak sama pemimpin bangsa itu sendiri ,1.83e+18,,drugdeallerr,in,,0.0,0.0,0.0,https://x.com/drugdeallerr/status/1834922019366092863,1.7e+18,drugdeallerr
1.83e+18,Sat Sep 14 11:41:01 +0000 2024,5.0,Dulu thn 2015 Prof @mohmahfudmd tdk menolak Dinasti Politik tp skrg org yg sama menolak Dinasti Politik. Dulu. Sekarang https://t.co/7k16v9DQOD,1.83e+18,https://pbs.twimg.com/media/GXbyRb2aIAAoqcq.jpg,,in,,1.0,2.0,3.0,https://x.com/BeBuzzerNKRI/status/1834920285427937534,9.99e+17,BeBuzzerNKRI
1.83e+18,Sat Sep 14 11:19:15 +0000 2024,0.0,@cowokcakep1976 @bachrum_achmadi @aniesbaswedan @GeiszChalifah Justru yg tolol itu. Orang yg sudah gembar gembor fitnah anies. Di lain sisi. Dukung keluarga solo . Di media koar2 anti politik dinasti. dikata2in fufufafa. Kadernya mingkem. kenapa bisa? Krn,1.83e+18,,cowokcakep1976,in,,0.0,0.0,0.0,https://x.com/Aphrodite_AB1/status/1834914807281336358,1.63e+18,Aphrodite_AB1
